,Epoch,Time per epoch,Avg time per step,Train loss,Train accuracy,Train top-3 accuracy,Test loss,Test accuracy,Test top-3 accuracy
0,0.0,292.84102296829224,0.18735830004369305,3.6122887357259055,0.1484924824056302,0.3003638835572617,3.129924349891492,0.23751996805111822,0.428314696485623
1,1.0,279.89346575737,0.17907451424015994,2.785471900334666,0.29010716570697376,0.49868042226487524,2.5959739707910217,0.32617811501597443,0.5437300319488818
2,2.0,282.68471121788025,0.18086033987068473,2.3381516552856163,0.3821377159309021,0.6056062060140754,2.3944733592267995,0.3722044728434505,0.5886581469648562
3,3.0,280.51308846473694,0.17947094591473892,1.9730334871484925,0.46295185540627,0.6883597248880359,2.3059336046060435,0.40245607028753994,0.6192092651757188
4,4.0,281.028804063797,0.1798008983133698,1.636527187459681,0.5441058861164427,0.7599568138195777,2.4234654095987924,0.40325479233226835,0.6148162939297125
5,5.0,283.15705490112305,0.1811625431229194,1.316066582254012,0.6233805182341651,0.8243562060140754,2.5624491242935865,0.4005591054313099,0.6129193290734825
6,6.0,286.6476044654846,0.18339578020824351,1.0365697167580203,0.6941178822776711,0.8775391874600128,2.6617993428684272,0.41164137380191695,0.6275958466453674
7,7.0,288.8042106628418,0.18477556664289302,0.8080285853364875,0.7535788547664747,0.9198056621880998,3.016400686468179,0.4047523961661342,0.615814696485623
8,8.0,281.25698256492615,0.17994688583808455,0.641422320931902,0.7979246641074856,0.9457773512476008,3.1411155005232594,0.4168330670926518,0.6258985623003195
9,9.0,281.79919719696045,0.18029379219255307,0.5084008874701752,0.8355526231605886,0.9654110684580934,3.25447897255992,0.42631789137380194,0.6302915335463258
10,0.0,171.23619103431702,0.43794422259416116,3.509011640573097,0.17099984016869685,0.33191735933503835,2.994167095498194,0.25276898734177217,0.45114715189873417
11,1.0,168.19644260406494,0.4301699299336699,2.7028833460015105,0.30731297957013026,0.523141783887468,2.6448104924793485,0.3224881329113924,0.5345134493670886
12,2.0,169.50674867630005,0.43352109635882363,2.2376561186197774,0.4052789322555522,0.6301910166240409,2.529673162894913,0.35897943037974683,0.5744659810126582
13,3.0,168.40996313095093,0.43071601823772615,1.8772741418970211,0.48518222509442693,0.7102901214833759,2.5694933631752113,0.3659018987341772,0.581190664556962
14,4.0,168.47991704940796,0.43089492851510985,1.5899097166402871,0.5536604859030155,0.7729379795396419,2.765691410137128,0.35670490506329117,0.5664556962025317
15,5.0,168.80255126953125,0.4317200799732257,1.3576850721903164,0.6096587275605068,0.8199528452685422,3.0837729309178608,0.35176028481012656,0.5572587025316456
16,6.0,168.6854546070099,0.4314206000179281,1.1349189148839478,0.6616887787114019,0.8622082800511509,2.886549122725861,0.3716376582278481,0.5874208860759493
17,7.0,169.0023353099823,0.4322310365984202,0.9422360324036435,0.7154931265984654,0.8991528132992328,3.0082106077218356,0.38676819620253167,0.5946400316455697
18,8.0,168.5144658088684,0.43098328851372997,0.7846026727762978,0.7554148017902813,0.9266703964194374,3.0938644952411893,0.4020965189873418,0.6080893987341772
19,9.0,169.19970297813416,0.43273581324330984,0.6230276137819071,0.80207400889043,0.9507033248081842,3.370086380198032,0.38993275316455694,0.5994857594936709
20,10.0,169.19811964035034,0.43273176378606226,0.4999460120259039,0.8389865728595373,0.967071611253197,3.499499767641478,0.3981408227848101,0.6044303797468354
21,11.0,169.49958491325378,0.43350277471420406,0.41523382677446546,0.8652773337900791,0.9759830562659847,3.516033453277395,0.40674446202531644,0.6139240506329114
22,12.0,170.29121780395508,0.43552741126331224,0.3320123594816384,0.8899696290950336,0.9847746163682864,3.62094426456886,0.4143591772151899,0.6171875
23,13.0,168.4616174697876,0.4308481265211959,0.28038674189001705,0.9065856778103373,0.9882712595907929,3.7628536978854408,0.4095134493670886,0.6116495253164557
24,14.0,168.48596811294556,0.4309104043809349,0.2425384670686539,0.92025655370844,0.9904092071611253,3.790212818338901,0.4231606012658228,0.621934335443038
25,15.0,168.83531069755554,0.43180386367661266,0.2121250898007999,0.9305147059128412,0.9926470588235294,3.9527474415453177,0.4207871835443038,0.6236155063291139
26,16.0,168.9046289920807,0.4319811483173419,0.1938018450022811,0.9346946930641409,0.9937260230179028,3.8998041816904574,0.43107199367088606,0.629746835443038
27,17.0,168.70133090019226,0.4314612043483178,0.1795112770098402,0.9406529732067567,0.9946251598465473,4.001144523862042,0.42711629746835444,0.6265822784810127
28,18.0,168.65639686584473,0.4313462835443599,0.16743841306175417,0.9453844309158033,0.9953844309462916,3.995911341679247,0.43433544303797467,0.6349881329113924
29,19.0,169.23899340629578,0.4328363002718562,0.16236288361537182,0.9450607417184679,0.9952645460358056,4.078580391557911,0.43285205696202533,0.6306368670886076
